标题,标题链接,wb_text,wb_text_链接,wb_handle
"
            给自己取了个名字200907：没给大爷办低保户是当地政府部门失职吧        ",https://weibo.com/7323709764,给自己取了个名字200907,,赞
"
            Bonus57206：你大爷还是你大爷哈哈哈哈        ",https://weibo.com/5527125080,Bonus57206,,赞
"
            Everytimessss：房子是        ",https://weibo.com/5351668078,Everytimessss,,赞
"
            开心凌霄：//@房昊曰天: 六十岁的大爷可太真实了，其实那些文字故事里震撼人心的情节，真实发生的时候，平淡而又坦然，真好啊        ",https://weibo.com/1927932711,开心凌霄,https://weibo.com/1805524974/KbshsucVn?type=comment,赞
"
            一枝独二：@霜晨丶月        ",https://weibo.com/2768340983,一枝独二,https://weibo.com/1805524974/KbshsucVn?type=comment,赞
"
            币圈总督：福贵大爷是我的精神图腾        ",https://weibo.com/5144519690,币圈总督,,赞
"
            老大徒伤悲的丹丹：富贵大爷看着挺心酸的        ",https://weibo.com/5073818333,老大徒伤悲的丹丹,,赞
"
            桃晓兔子：现实        ",https://weibo.com/6073263243,桃晓兔子,,赞
"
            shinefaraway：乔哥，想看二仙桥大爷        ",https://weibo.com/7448060167,shinefaraway,,赞
"
            下三两素椒：@我是快乐小战神        ",https://weibo.com/5092448769,下三两素椒,https://weibo.com/n/%E6%88%91%E6%98%AF%E5%BF%AB%E4%B9%90%E5%B0%8F%E6%88%98%E7%A5%9E?from=feed&loc=at,赞
"
            Twatw：@沙漏酱        ",https://weibo.com/1861402812,Twatw,https://weibo.com/1805524974/KbshsucVn?type=comment,赞
"
            二贫道人：无限续杯        ",https://weibo.com/erpin1997,二贫道人,,赞
"
            善良的美娜：我印象中的你却还是十几年前 瘦瘦的样子 中年有福 但是不油腻 保重身体哈        ",https://weibo.com/3167651712,善良的美娜,,1
"
            PerfectTime1314：谭Sir 加油＾０＾~        ",https://weibo.com/1084304402,PerfectTime1314,https://vip.weibo.com/personal?from=main,赞
"
            Owen199908：看到最后，谭警官让大爷对网友说几句话，他说道：希望广大网友给我……，我心里咯噔一下，以为要东西，最后说出了给我热烈的鼓掌！真的热泪盈眶。        ",https://weibo.com/6127962550,Owen199908,,赞
"
            吃了不过五分钟又饿了：真好        ",https://weibo.com/2495772947,吃了不过五分钟又饿了,https://vip.weibo.com/personal?from=main,赞
"
            一朵小金刚：@一枚小芭比        ",https://weibo.com/tinaym,一朵小金刚,https://weibo.com/1805524974/KbshsucVn?type=comment,赞
"
            一支栗子吖：@就寺梨        ",https://weibo.com/1773341195,一支栗子吖,https://vip.weibo.com/personal?from=main,赞
"
            千门公子襄V：我努力过，我正在努力！奥利给！        ",https://weibo.com/5149953574,千门公子襄V,,1
"
            去旅行的诗人：我印象中的谭警官还是那个年轻小伙呢     祝福你哦    健康生活  享受美好        ",https://weibo.com/5395942193,去旅行的诗人,,1
"
            北海桥：我努力过，正在努力        ",https://weibo.com/5681661425,北海桥,,赞
"
            摸汉莫得：@我不做大锅很多年        ",https://weibo.com/3258117034,摸汉莫得,https://weibo.com/n/%E6%88%91%E4%B8%8D%E5%81%9A%E5%A4%A7%E9%94%85%E5%BE%88%E5%A4%9A%E5%B9%B4?from=feed&loc=at,赞
"
            深圳坂田地产向海波：谭警官年轻的时候还是蛮帅的        ",https://weibo.com/2609882504,深圳坂田地产向海波,,赞
"
            追星老人：谭手儿这是啥电动车        ",https://weibo.com/2676859242,追星老人,,赞
"
            撞进小杨怀里OvO：熟悉的声音        ",https://weibo.com/2704837670,撞进小杨怀里OvO,,赞
"
            快畀我瞓好唔好：@记得用力呼吸 向前看        ",https://weibo.com/6070089460,快畀我瞓好唔好,https://weibo.com/n/%E8%AE%B0%E5%BE%97%E7%94%A8%E5%8A%9B%E5%91%BC%E5%90%B8?from=feed&loc=at,赞
"
            就不怕炸号VIII：开心        ",https://weibo.com/7500898536,就不怕炸号VIII,,赞
"
            happy1ww：@远不远道我不知道        ",https://weibo.com/1909714095,happy1ww,https://weibo.com/n/%E8%BF%9C%E4%B8%8D%E8%BF%9C%E9%81%93%E6%88%91%E4%B8%8D%E7%9F%A5%E9%81%93?from=feed&loc=at,赞
"
            刘永红xfqp：祝福谭sir好！        ",https://weibo.com/2506230012,刘永红xfqp,,赞
"
            翔宇XZ：走成华大道到二仙桥的大爷 现在怎么样了？        ",https://weibo.com/lilu860928,翔宇XZ,,赞
"
            卑鄙熙：大叔说了“现在的幸福生活”，即使是外人看来贫苦的生活，大叔依然觉得满足幸福。长这么大老是说幸福，其实幸福是啥啊，这不就是吗，有家有亲人有瓦遮头并自力更生。这视频跟十年前看的感觉完全不一样，治愈并充满希望。        ",https://weibo.com/leemax,卑鄙熙,,赞
"
            Bliss_樂：我正在努力        ",https://weibo.com/5765047118,Bliss_樂,,赞
"
            Bliss_樂：奥利给        ",https://weibo.com/5765047118,Bliss_樂,,赞
"
            大白菜60：真好        ",https://weibo.com/tennisnow,大白菜60,,赞
"
            茗茗爱冲浪：泪目        ",https://weibo.com/6571344789,茗茗爱冲浪,https://vip.weibo.com/personal?from=main,赞
"
            财运猴年：这穿着这打扮，总感觉有点别扭。        ",https://weibo.com/5092737150,财运猴年,,赞
"
            -喜欢悠哉独自在-：谭警官 谭谈交通为啥子不播了        ",https://weibo.com/2769646151,-喜欢悠哉独自在-,,赞
"
            糖糖帅帅哒：三年高考五年模拟        ",https://weibo.com/2640737912,糖糖帅帅哒,,赞
"
            冉钧瑶：@Yintt- 最快的速度送他去火葬场        ",https://weibo.com/5458329592,冉钧瑶,https://weibo.com/n/Yintt-?from=feed&loc=at,赞
"
            她愿来煮一壶茶吗：希望不要有人去打扰大爷        ",https://weibo.com/5315995177,她愿来煮一壶茶吗,,赞
"
            小喵咪小咩羊小兔叽：@047167_        ",https://weibo.com/3276963502,小喵咪小咩羊小兔叽,https://weibo.com/n/047167_?from=feed&loc=at,赞
"
            MF6158：6666666        ",https://weibo.com/2465748335,MF6158,,赞
"
            小瞿好运来o：我正在努力        ",https://weibo.com/5750419105,小瞿好运来o,,赞
"
            CBA-火箭：美女讲的好        ",https://weibo.com/1107162452,CBA-火箭,,赞
"
            罗贝加：真好！        ",https://weibo.com/1869014552,罗贝加,,赞
"
            Suguagua：感谢谭sir，如果有公益账户，能公布下嘛，不光是鼓掌，也希望默默关注支撑大爷，大爷女儿跟我女儿同岁        ",https://weibo.com/skysok,Suguagua,https://kefu.weibo.com/faqdetail?id=20848,赞
"
            孤独患者365号：虽然生活困难，但是女儿穿的还行，可以看出来很疼女儿        ",https://weibo.com/5424732491,孤独患者365号,,赞
"
            二分之一的幸福2019：哇，竟然找到谭警官的微博。十年没见，发福了呀        ",https://weibo.com/6146552963,二分之一的幸福2019,,赞
"
            柯基之神：还是要        ",https://weibo.com/5139960130,柯基之神,javascript:void(0);,赞
"
            純綷女英雄：谭警官，你咋和头像不一样呢？        ",https://weibo.com/6400383822,純綷女英雄,,赞
"
            向左转像右看：想问一下谭sir，你现在还是交警吗？有一种传言说你现在已经离开警队了是真的吗？        ",https://weibo.com/7312660073,向左转像右看,,赞
"
            阿拉锤_：@神乐的尾巴        ",https://weibo.com/2342431551,阿拉锤_,https://vip.weibo.com/personal?from=main,赞
"
            啦啦啦汪汪1：活着总有希望，生活不会苛带努力生活的人 （巧不巧看了余华老师的活着又看到这个视频，止不住的流泪）        ",https://weibo.com/2975935727,啦啦啦汪汪1,https://vip.weibo.com/personal?from=main,赞
"
            子欲何为啊：头像和本人不是同一个人啊        ",https://weibo.com/5617060139,子欲何为啊,,赞
"
            哦豁-卡壳了勒：        ",https://weibo.com/2325237601,哦豁-卡壳了勒,,赞
"
            推特卧底：大爷应该领个低保        ",https://weibo.com/7406143612,推特卧底,,赞
"
            萬事後退_：向前看        ",https://weibo.com/6010737121,萬事後退_,https://vip.weibo.com/personal?from=main,赞
"
            A股股票开户投资：十年前大爷的一句“往前看”令无数人动容，现在大爷重新娶妻生女，女儿已经五岁了，算是一个圆满的结局。 大爷的结局可比余华小说《活着》中的“福贵”幸运不少，最后附上小说中的一句话:“永远不要相信苦难是值得的，苦难就是苦难，它不会带来成功，也不值得追求，磨练意志是因为苦难无法躲开”。        ",https://weibo.com/2746741404,A股股票开户投资,,赞
"
            大触触手：祝福大爷        ",https://weibo.com/54nana520,大触触手,https://weibo.com/1805524974/KbshsucVn?type=comment,赞
"
            长乐-8-未央：最让我吃惊的是谭sir胖成这样了        ",https://weibo.com/1831627487,长乐-8-未央,https://weibo.com/1805524974/KbshsucVn?type=comment,赞
"
            团结湖保安：@屺镜 把我看哭了        ",https://weibo.com/1787331963,团结湖保安,https://weibo.com/n/%E5%B1%BA%E9%95%9C?from=feed&loc=at,赞
"
            凯娃儿：希望谭谈交通继续办起来！        ",https://weibo.com/1419642371,凯娃儿,,1
"
            给我非起来：什么时候找一下二仙桥大爷        ",https://weibo.com/6004225926,给我非起来,,1
"
            拖以可迟：转发微博        ",https://weibo.com/1865648322,拖以可迟,,1
"
            li丶kk：真好！！        ",https://weibo.com/xxswe1313,li丶kk,,赞
"
            北极猴紫：@thebeachboy        ",https://weibo.com/dileihaishibofeng,北极猴紫,https://vip.weibo.com/personal?from=main,2
"
            琴名公子：妹儿好漂亮        ",https://weibo.com/1999971101,琴名公子,,赞
"
            cecilia_要对我笑：真好，热烈鼓掌👏        ",https://weibo.com/6570099076,cecilia_要对我笑,,赞
"
            木林森火炎焱6：十年，珍惜当下        ",https://weibo.com/6420386857,木林森火炎焱6,https://vip.weibo.com/personal?from=main,赞
"
            鲍伯伏尔加河上的纤夫：庾澄庆你好        ",https://weibo.com/6443721328,鲍伯伏尔加河上的纤夫,,赞
"
            忘羡忘忘羡：啊？没认出来，谭警官？？？        ",https://weibo.com/7197163693,忘羡忘忘羡,,赞
"
            Yu_Ran1019：#往前看有光# 平凡人身上的正能量～        ",https://weibo.com/1357174923,Yu_Ran1019,https://weibo.com/1805524974/KbshsucVn?type=comment,赞
"
            蚊豆爱吃鱼：太暖心了，想知道气球哥咋样了。        ",https://weibo.com/1840524962,蚊豆爱吃鱼,,赞
"
            kad17岁中单想当歌手：想知道那个气球哥怎么样了？还有那个倍斯特橱柜        ",https://weibo.com/6525760759,kad17岁中单想当歌手,https://kefu.weibo.com/faqdetail?id=20848,赞
"
            原来是阿七啊zzz：正在努力        ",https://weibo.com/5694854070,原来是阿七啊zzz,,赞
"
            郫都区友爱镇：//@郫都发布: 不打扰是我的温柔        ",https://weibo.com/3003058240,郫都区友爱镇,https://fuwu.biz.weibo.com/,赞
"
            萝北白菜12138：川岛芳子警光好        ",https://weibo.com/5830159779,萝北白菜12138,,赞
"
            LONCY可可：瞬间觉得自己的那点苦算什么有空一定要完整的看一遍“活着”//@半糖de奶茶:谢谢大爷给我的温暖。对生活怀有感恩！我们一起向前看！！！！        ",https://weibo.com/6427897787,LONCY可可,https://weibo.com/n/%E5%8D%8A%E7%B3%96de%E5%A5%B6%E8%8C%B6?from=feed&loc=at,赞
"
            LONCY可可：找天一定要完整的看一遍“活着”        ",https://weibo.com/6427897787,LONCY可可,,赞
"
            東霓ei：我的天 谭警官怎么变胖了！        ",https://weibo.com/3234060022,東霓ei,,赞
"
            风雪夜归汪汪汪：为你热烈地鼓掌！        ",https://weibo.com/1993146941,风雪夜归汪汪汪,,赞
"
            JIYEON2____暮落：@laozhupeiqi        ",https://weibo.com/2837273904,JIYEON2____暮落,https://weibo.com/n/laozhupeiqi?from=feed&loc=at,赞
"
            杭州微生活·：@奏耐重庆        ",https://weibo.com/7589290895,杭州微生活·,https://verified.weibo.com/verify,赞
"
            山下晴耕雨读：真好        ",https://weibo.com/1503054082,山下晴耕雨读,,赞
"
            老田201310：谭警官不错哦，这期节目好        ",https://weibo.com/1659135813,老田201310,,赞
"
            阿鹿菲：@実生_ 真好呀        ",https://weibo.com/2676153255,阿鹿菲,https://weibo.com/1805524974/KbshsucVn?type=comment,赞
"
            每一次相见都是久别重逢：@知了布知 哈哈        ",https://weibo.com/3866916631,每一次相见都是久别重逢,https://weibo.com/n/%E7%9F%A5%E4%BA%86%E5%B8%83%E7%9F%A5?from=feed&loc=at,赞
"
            路过luguo0o：你上央视网了        ",https://weibo.com/2954716743,路过luguo0o,,赞
"
            理邮2：鼓掌👏        ",https://weibo.com/2331285024,理邮2,,赞
"
            木子云2019：活着，往前看，祝福福贵大哥        ",https://weibo.com/6267904164,木子云2019,,赞
"
            借你的十年在哪里：你应该走什么道？走成华大道 ！哈哈哈        ",https://weibo.com/2384427385,借你的十年在哪里,,赞
"
            默默苏陌陌：你怎么胖了这么多        ",https://weibo.com/2932988045,默默苏陌陌,https://vip.weibo.com/personal?from=main,赞
"
            庄清醇CD：谭sir，有网友提议，请您制作一个节目，寻找过往节目中的这些平凡的人，到底现在过得怎么样了。        ",https://weibo.com/2275441933,庄清醇CD,,赞
"
            全宁波最帅的是我：美好的结局        ",https://weibo.com/1022079994,全宁波最帅的是我,,赞
"
            万事如意的绝世噗宝：热烈鼓掌👏        ",https://weibo.com/5902907538,万事如意的绝世噗宝,https://vip.weibo.com/personal?from=main,赞
"
            恩奈：@软萌咩        ",https://weibo.com/3226656622,恩奈,https://weibo.com/n/%E8%BD%AF%E8%90%8C%E5%92%A9?from=feed&loc=at,赞
"
            林克斯Links：突然觉得送三年高考五年模拟是很好的        ",https://weibo.com/nieyue,林克斯Links,https://verified.weibo.com/verify,赞
"
            还是这个头像还是爱陈信宏：@萬玉潔W        ",https://weibo.com/5377698225,还是这个头像还是爱陈信宏,https://weibo.com/n/%E8%90%AC%E7%8E%89%E6%BD%94W?from=feed&loc=at,赞
"
            七百天之後：我要看二仙桥大爷。        ",https://weibo.com/3612265180,七百天之後,,赞
"
            Aimee夏天：给大爷鼓掌！向前看！        ",https://weibo.com/2924743025,Aimee夏天,https://vip.weibo.com/personal?from=main,赞
"
            真赵大人：大爷是明白人        ",https://weibo.com/1806502147,真赵大人,,赞
"
            Anna公主的亲亲妈咪：谭警官，网友投票选出想知道后续的十期节目，谭警官再去拜访一次怎么样？比如改装摩托车的小伙子怎么样了？感觉他好有才        ",https://weibo.com/1863240371,Anna公主的亲亲妈咪,,赞
"
            金木研0路飞：那个网红去 我见一个举报一个 再诅咒他（她）后半生终身瘫痪        ",https://weibo.com/5030534806,金木研0路飞,,赞
"
            无人区智人类：@宫城羊仔 那个捐款的评论        ",https://weibo.com/xhlrud,无人区智人类,https://vip.weibo.com/personal?from=main,赞
"
            一个底层人员：@黄珍0914        ",https://weibo.com/2507031027,一个底层人员,https://vip.weibo.com/personal?from=main,赞
"
            鲤鱼塘里的李子：这个视频看了5遍，大爷的人性之光很闪耀。希望不要有任何人去打扰他，祝大爷生活越来越好～        ",https://weibo.com/2043772813,鲤鱼塘里的李子,,赞
"
            陆陆陆陆陆陆厚民：往前看，会有光！        ",https://weibo.com/2713567481,陆陆陆陆陆陆厚民,https://weibo.com/1805524974/KbshsucVn?type=comment,赞
"
            时光时光你慢些走：@_要等你先开口那冬天才会走        ",https://weibo.com/3486555102,时光时光你慢些走,https://weibo.com/n/_%E8%A6%81%E7%AD%89%E4%BD%A0%E5%85%88%E5%BC%80%E5%8F%A3%E9%82%A3%E5%86%AC%E5%A4%A9%E6%89%8D%E4%BC%9A%E8%B5%B0?from=feed&loc=at,赞
"
            恒志国际延吉分公司13943325197：384意大利某建筑公司招建筑木工、家私木工、瓦工、瓷砖工、水电工多名！ 月薪3000欧！男，45岁以下态度端正，勤劳必须有真正技术。日薪100欧元，每天工作10小时左右，休息日没工资。雇主提供吃住。合同:一年一签（工作稳定)。签证类型:匈牙利自由工签，表现好雇主帮助办意大利居留。  匈牙利大型餐厅招        ",https://weibo.com/7588043244,恒志国际延吉分公司13943325197,,赞
"
            起初之时：@16蚊liuwen和siwon        ",https://weibo.com/2321167162,起初之时,https://weibo.com/n/16%E8%9A%8Aliuwen%E5%92%8Csiwon?from=feed&loc=at,赞
"
            热浪回潮：真好。        ",https://weibo.com/2529921460,热浪回潮,https://vip.weibo.com/personal?from=main,赞
"
            a哇哇妹：欣慰，但是大爷腿应该不好，裹着好多东西呢！大爷精神还是很令人鼓舞        ",https://weibo.com/2879012510,a哇哇妹,,赞
"
            捍卫国法自媒体：转发微博        ",https://weibo.com/7437704731,捍卫国法自媒体,https://vip.weibo.com/personal?from=main,赞
"
            挼朵米烁烁：好温暖        ",https://weibo.com/2503364485,挼朵米烁烁,,赞
"
            翩翩Emily：好乖的宝宝。谭叔叔怎么送礼送试卷        ",https://weibo.com/1609754744,翩翩Emily,,赞
"
            牙齿矫正小周医生：“生活是属于每个人自己的感受，不属于任何别人的看法。”喜欢这个结局~~~        ",https://weibo.com/1875100645,牙齿矫正小周医生,https://verified.weibo.com/verify,赞
"
            暮烟愁：鲁信我不豫        ",https://weibo.com/3977384885,暮烟愁,,赞
"
            c一只烤全羊：真有人活的跟书里的人物一样啊！        ",https://weibo.com/5751887292,c一只烤全羊,,赞
"
            冷然Yi笑：转发微博        ",https://weibo.com/1684643382,冷然Yi笑,,赞
"
            BCDBM666：谭警官发福了，现在还在当交警吗        ",https://weibo.com/wangyakui,BCDBM666,https://weibo.com/1805524974/KbshsucVn?type=comment,赞
"
            IR-Rock-Movie-Book-Girl-Flower：谭警官也不再是少年了        ",https://weibo.com/1277316772,IR-Rock-Movie-Book-Girl-Flower,https://kefu.weibo.com/faqdetail?id=20848,赞
"
            当我还只是个宝宝：希望大爷以后生活都不要有苦难了        ",https://weibo.com/5864282169,当我还只是个宝宝,,赞
"
            郑伊君：        ",https://weibo.com/1978970711,郑伊君,,赞
"
            危机就是危险中有机遇：只有我关注谭sir壮了一圈么        ",https://weibo.com/6144511348,危机就是危险中有机遇,,赞
"
            开了又开专家：往前看        ",https://weibo.com/6562922252,开了又开专家,https://vip.weibo.com/personal?from=main,赞
"
            我的名字叫阿杰1：这是啥导航啊？        ",https://weibo.com/5744814735,我的名字叫阿杰1,,赞
"
            我的名字叫阿杰1：这是啥导航        ",https://weibo.com/5744814735,我的名字叫阿杰1,,赞
"
            阜阳特警在线：往前看        ",https://weibo.com/fytjzd,阜阳特警在线,https://fuwu.biz.weibo.com/,赞
"
            五月的麦子home：火葬场那段太搞笑了……        ",https://weibo.com/6487141848,五月的麦子home,,赞
"
            那尼买来丝来丝：向前看        ",https://weibo.com/6572262158,那尼买来丝来丝,,赞
"
            宋小召召：转发微博        ",https://weibo.com/dblleaf,宋小召召,,赞
"
            小桥流水汐汐：ABCD  abcd        ",https://weibo.com/7400568644,小桥流水汐汐,,赞
"
            CPA法考我来了：发现谭sir中年发福🙈        ",https://weibo.com/7004863404,CPA法考我来了,,赞
"
            非要惹我生气：@朱然神级武将        ",https://weibo.com/7402861182,非要惹我生气,https://weibo.com/n/%E6%9C%B1%E7%84%B6%E7%A5%9E%E7%BA%A7%E6%AD%A6%E5%B0%86?from=feed&loc=at,赞
"
            双溪多愁：玲妹子好好看啊        ",https://weibo.com/5844568480,双溪多愁,,赞
"
            猩猩KC：@星晴DQ        ",https://weibo.com/5462451115,猩猩KC,https://weibo.com/n/%E6%98%9F%E6%99%B4DQ?from=feed&loc=at,赞
"
            可爱的小春儿-：正在努力        ",https://weibo.com/5352100958,可爱的小春儿-,,赞
"
            雪山吹风的羊：谭sir再做个节目吧        ",https://weibo.com/6511516666,雪山吹风的羊,,赞
"
            雪山吹风的羊：说明之前节目很真实，没有剧本        ",https://weibo.com/6511516666,雪山吹风的羊,,赞
"
            可爱先生宝宝：正道的光        ",https://weibo.com/charles32,可爱先生宝宝,,赞
"
            三言两语27：别又像96岁奶奶一样被人打扰        ",https://weibo.com/3508734620,三言两语27,,赞
"
            摘到柿子了吗：上去!//@云洛水:谢谢谭警官，如果可以，麻烦谭警官给老大爷带句话，我是做民政工作的，非常理解大爷不愿意给国家增加负担，自力更生的心态，但是他弟弟可以申请特困（精神残疾人单独施保），这样在医疗，照顾，衣食住行，电力，电视费都能够有所减免和帮助。        ",https://weibo.com/6677642760,摘到柿子了吗,https://weibo.com/n/%E4%BA%91%E6%B4%9B%E6%B0%B4?from=feed&loc=at,1
"
            陈兆雄：        ",https://weibo.com/6501678824,陈兆雄,https://verified.weibo.com/verify,赞
"
            青呐哩个竹：黄国平博士说：“希望还有机会重新认识这个世界，不辜负这一生吃过的苦。最后如果还能做出点让别人生活更美好的事，那这辈子就赚了”，大爷说：“我没得选…要自力更生…向前看…”最朴素的信念，也是最通透的人生态度。活着可能很枯燥也很茫然无趣，要做的，就是不断改变自己，让生命更新鲜，有活力！        ",https://weibo.com/2867249844,青呐哩个竹,,赞
"
            V-夜尽天明：活着        ",https://weibo.com/1783295915,V-夜尽天明,,赞
"
            Huirs-：@杂JIE 宝宝这个大爷居然在观音桥 就在我们家旁边的嘛        ",https://weibo.com/5251208540,Huirs-,https://vip.weibo.com/personal?from=main,赞
"
            十亿靓仔的榜样：大爷语录划重点：“你没办法选择以前的事，但是可以选择改变以后的事。有困难了，慢慢克服。”​        ",https://weibo.com/6242627631,十亿靓仔的榜样,,赞
"
            小可爱aqw：我努力过，我正在努力        ",https://weibo.com/6522939691,小可爱aqw,,赞
"
            Cakenxy：👏👏👏👏👏👏        ",https://weibo.com/7211315774,Cakenxy,,赞
"
            Cakenxy：        ",https://weibo.com/7211315774,Cakenxy,,赞
"
            智智智杨：到二仙桥        ",https://weibo.com/3965884857,智智智杨,,赞
"
            鼠标一直点：上人民日报啦        ",https://weibo.com/1805287655,鼠标一直点,,赞
"
            yjidtyj：我正在努力        ",https://weibo.com/2133001391,yjidtyj,,赞
"
            久醉郎：中国的老百姓真的是全世界最好的老百姓！好感动啊。        ",https://weibo.com/3119837693,久醉郎,https://vip.weibo.com/personal?from=main,赞
"
            胖猫阿墩儿：        ",https://weibo.com/2136812280,胖猫阿墩儿,,赞
"
            草莓夹心猫咪酱：现在幸福就好        ",https://weibo.com/2046333131,草莓夹心猫咪酱,,赞
"
            奔奔同学Bicey：比余华小说里的福贵要好的多        ",https://weibo.com/3051972072,奔奔同学Bicey,,赞
"
            酷酷的天才明：内心酸甜苦辣、千言万语化作三个字：向前看！        ",https://weibo.com/5906197489,酷酷的天才明,https://vip.weibo.com/personal?from=main,赞
"
            小狗怎么那么惨啊：谭🐍是我最喜欢的警官        ",https://weibo.com/5776646500,小狗怎么那么惨啊,,赞
"
            周星痴：过去的终究是过去了，眼下的愁改变不了已经发生的事实。大爷淳朴的三个字“向前看”却是很多人做不到的释怀，慢慢改变，你在改变，正在改变。“如果改变不了活着的事实那就改变活着的态度”应该成为我们共同的目标。随笔录超话         ",https://weibo.com/5532137258,周星痴,https://vip.weibo.com/personal?from=main,赞
"
            樱井法子：为了活着这件事本身而好好活着//@Epeisen:大爷语录划重点：“你没办法选择以前的事，但是可以选择改变以后的事。有困难了，慢慢克服。”​        ",https://weibo.com/7313129051,樱井法子,https://vip.weibo.com/personal?from=main,赞
"
            夏日里的Rabbit：大爷是越活越年轻了，谭警官反而中年发福。        ",https://weibo.com/2780364263,夏日里的Rabbit,,赞
"
            _曾经的小何_：给你三分钟，把我的信息推送给玲师傅        ",https://weibo.com/hewanliv,_曾经的小何_,,赞
"
            山蛋蛋是最快乐的小孩：真好❤️        ",https://weibo.com/6495757383,山蛋蛋是最快乐的小孩,https://vip.weibo.com/personal?from=main,赞
"
            托纳托纳：谁能给大爷画一个漫图，一人一车一狗        ",https://weibo.com/2132782705,托纳托纳,,赞
"
            向北先森的热评录：当年偷狗的人应该死了吧        ",https://weibo.com/5823340088,向北先森的热评录,,赞
"
            罐子侠：        ",https://weibo.com/piguniu,罐子侠,,赞
"
            Sammisleepsbefore12：@drunk_in_trance        ",https://weibo.com/2379758393,Sammisleepsbefore12,https://weibo.com/n/drunk_in_trance?from=feed&loc=at,赞
"
            芋圆不醉了：十年过去 看到现在的状况真好        ",https://weibo.com/3782446912,芋圆不醉了,,赞
"
            游木名族I：往前看。        ",https://weibo.com/3028635034,游木名族I,,赞
"
            elvadedog：hhh好好生活        ",https://weibo.com/6315658728,elvadedog,,赞
"
            一壶茶而已：小度以为听错了，不敢相信你要去火葬场        ",https://weibo.com/2821902432,一壶茶而已,,赞
"
            Yangger-8：在面对命运的时候，如果我们不能改变活着的事实，那么我们就去改变活着的态度        ",https://weibo.com/7186271775,Yangger-8,,赞
"
            King韌：向前看        ",https://weibo.com/3464451884,King韌,https://weibo.com/1805524974/KbshsucVn?type=comment,赞
"
            FighterSZ：人民日报微信公众号转发啦        ",https://weibo.com/wanglishuo,FighterSZ,https://weibo.com/1805524974/KbshsucVn?type=comment,赞
"
            张小花爱吃鱼摆摆：加油        ",https://weibo.com/3899586117,张小花爱吃鱼摆摆,,赞
"
            螺蛳螺：@月影背面        ",https://weibo.com/2010541291,螺蛳螺,https://weibo.com/n/%E6%9C%88%E5%BD%B1%E8%83%8C%E9%9D%A2?from=feed&loc=at,赞
"
            Rango_go_go：@YNXXXXX        ",https://weibo.com/1806872863,Rango_go_go,https://weibo.com/n/YNXXXXX?from=feed&loc=at,赞
"
            Candice小盆友吖：苦尽甘来，祝福大爷        ",https://weibo.com/2902887495,Candice小盆友吖,,赞
"
            方便你艾特下我：@喜鹊喳喳喳喳喳        ",https://weibo.com/2364482474,方便你艾特下我,https://weibo.com/1805524974/KbshsucVn?type=comment,赞
"
            宗霂：谭警官的头发变多啦        ",https://weibo.com/1411599553,宗霂,,赞
"
            星星月亮相伴：很多年没有看到谭谈交通，今天突然看到谭警官微博，关注了，十年了，其他没变，唯一变的感觉是体重        ",https://weibo.com/1000681131,星星月亮相伴,,赞
"
            聪聪的414：真好         ",https://weibo.com/5177432904,聪聪的414,,赞
"
            丁真的布姆LeO：“向前看！”        ",https://weibo.com/7564099228,丁真的布姆LeO,https://vip.weibo.com/personal?from=main,赞
"
            W黑夜里的光W：成都，四川，包容性很好，有有钱人，有没钱的，但大都平静共存，一般不得绷起，人五人六的，很少有踏削底层的事。        ",https://weibo.com/ijane20051011,W黑夜里的光W,https://weibo.com/1805524974/KbshsucVn?type=comment,赞
"
            沙漠玫瑰0697：谭警官最让我感动的是有一期，一辆三轮车上坐着4个大人，还抱着个孩子。车主和他的哥哥嫂嫂，侄女和侄女的孩子。刚开始那个老夫妻俩怎么都不肯下车，危险也不怕。谭警官耐心劝说，还帮他们搬家。看到他们简陋的家，还心疼娃娃，拿出几百元钱给他们。看得泪奔！他对穷人不嫌弃，对富人不逢迎        ",https://weibo.com/6094404710,沙漠玫瑰0697,,赞
"
            古赵苍苍：广西社保卡半年办不下来投诉无门，解决无期，节约医保开支是这样操作的吗？        ",https://weibo.com/1033073463,古赵苍苍,,赞
"
            小曾不想谈恋爱：向前看        ",https://weibo.com/2178072781,小曾不想谈恋爱,https://weibo.com/1805524974/KbshsucVn?type=comment,赞
"
            Mis五月：希望大爷大妈身体健康！保护好小可爱！也希望有机会出一点绵薄之力，在不打扰他们生活的前提下。        ",https://weibo.com/wangping0122,Mis五月,https://weibo.com/1805524974/KbshsucVn?type=comment,赞
"
            Mis五月：热烈鼓掌！向前看！        ",https://weibo.com/wangping0122,Mis五月,https://weibo.com/1805524974/KbshsucVn?type=comment,赞
"
            千语陌路的幸福时光：我正在努力        ",https://weibo.com/5393838148,千语陌路的幸福时光,,赞
"
            W笑佳：生活就是要向前看呀        ",https://weibo.com/3608045763,W笑佳,https://vip.weibo.com/personal?from=main,赞
"
            戏精学院博士：谭sir你……胖若两人🤣🤣🤣        ",https://weibo.com/2148442452,戏精学院博士,,赞
"
            别回复或点赞我的微博和评论：能有人告诉我听大概是讲了什么事吗？因为视频太长不太想看完，但是又想知道，如果不行也没问题，勿喷就行        ",https://weibo.com/7512651199,别回复或点赞我的微博和评论,,赞
"
            张凯-Mix：转发微博        ",https://weibo.com/mix0zk,张凯-Mix,https://verified.weibo.com/verify,赞
